model_file,config_file,scope,sample_count,mae_lqr_to_opt,mae_pred_to_opt,improvement_abs,improvement_ratio_mean,comp_to_residual_ratio_mean,comp_to_residual_ratio_median,comp_to_residual_ratio_p90
adaptive_net_20260316_222630.pth,config_20260316_222630.pt,all,156961,0.002525091136348261,0.001299965854738611,0.0012251252816096495,-18.94769681229536,20.768312142126625,0.9932378178421513,1.086972818715824
adaptive_net_20260316_222630.pth,config_20260316_222630.pt,train,123207,0.002416972279051674,0.0011898298609009938,0.0012271424181506795,-24.118139156572393,25.952962618900997,0.993343714970229,1.0841722253804666
adaptive_net_20260316_222630.pth,config_20260316_222630.pt,val,33754,0.0029197406608769258,0.0017019782204656738,0.0012177624404112522,-0.074831673012884,1.843585256662956,0.9928752642688338,1.1007677913840586
