split,source_id,sample_count,speed_mps_mean,speed_mps_std,abs_residual_mean,abs_residual_p90,abs_residual_p99,abs_model_comp_mean,abs_model_comp_p90,abs_model_comp_p99,abs_gap_mean,abs_gap_p90,abs_gap_p99,residual_mean,comp_mean
train,D:\Huace_Work\AI_Control\Excellent_Data\Process_Data\Conventional_flatland_no_10\csv_data\Conventional_flatland_no_10_Excellent_Excellent_Seg1.csv,1536,0.8021289405490583,0.028136720095850866,0.001231623349208159,0.0025732405483722687,0.0037328499602153923,0.00016781180929825723,0.00034335907548666,0.0005213955882936719,0.001077509369269573,0.0022421914618462324,0.0032383900368586193,0.000315454693236461,2.5682950704227398e-05
train,D:\Huace_Work\AI_Control\Excellent_Data\Process_Data\Conventional_flatland_no_10\csv_data\Conventional_flatland_no_10_Excellent_Excellent_Seg2.csv,1468,0.8009823758855502,0.023018524153567914,0.0012485589519022882,0.0024709498742595316,0.004071177290752527,0.00017665056061770526,0.0003448480274528264,0.0005658280570059994,0.001080129115418374,0.0021643541986122727,0.003469772730022664,0.00012547836847908158,1.553506272177168e-05
train,D:\Huace_Work\AI_Control\Excellent_Data\Process_Data\Conventional_flatland_no_10\csv_data\Conventional_flatland_no_10_Excellent_Excellent_Seg3.csv,1518,0.8014501584926927,0.022370461473405732,0.0013563412506591847,0.0027591413585469123,0.004062430737540122,0.0001848876160354067,0.0003728652838617563,0.0005778256896883247,0.0011794761542160443,0.0024011818692088126,0.003535871948115522,0.00012590805129983218,1.101600654080126e-05
train,D:\Huace_Work\AI_Control\Excellent_Data\Process_Data\Conventional_flatland_no_10\csv_data\Conventional_flatland_no_10_Excellent_Excellent_Seg4.csv,1546,0.8008951435653543,0.02211242395337339,0.0011241153836182654,0.0023069907911121845,0.0034868970047682514,0.00016423358253437302,0.0003300344105809927,0.0005147587973624465,0.0009687953863679021,0.002028598333708942,0.0030422313604503864,-5.104711933425038e-05,-1.6306273029315914e-06
train,D:\Huace_Work\AI_Control\Excellent_Data\Process_Data\Conventional_flatland_no_10\csv_data\Conventional_flatland_no_10_Excellent_Excellent_Seg5.csv,1504,0.8004962931922142,0.022256172724856114,0.0012444483011095483,0.002700350643135607,0.0038274198304861784,0.00017281437294393092,0.00036301501095294955,0.00054968417622149,0.0010805576239659603,0.0023680493701249365,0.003367617642506957,0.00025931865439498864,2.4372246366752696e-05
train,D:\Huace_Work\AI_Control\Excellent_Data\Process_Data\Conventional_flatland_no_10\csv_data\Conventional_flatland_no_10_Excellent_Excellent_Seg6.csv,1511,0.7975479010948671,0.024241102127182033,0.0011719641596009763,0.0024950075894594193,0.004013234283775104,0.0001677485543221832,0.00034835701808333397,0.0005582828074693683,0.0010136186022907856,0.0021609533578157425,0.0033802024088799977,0.00020066976863531086,2.2043872958703753e-05
train,D:\Huace_Work\AI_Control\Excellent_Data\Process_Data\Conventional_flatland_no_11\csv_data\Conventional_flatland_no_11_Excellent_Excellent_Seg1.csv,1510,0.8058280972850244,0.02961888797487406,0.0013111210877083212,0.0027422081213444474,0.004045909307897096,0.00017633816058042426,0.00035766286309808505,0.0005886233504861598,0.0011439490746623364,0.0023882088717073206,0.003440827699378134,-0.0002735770350450396,-1.7481693232895358e-05
train,D:\Huace_Work\AI_Control\Excellent_Data\Process_Data\Conventional_flatland_no_11\csv_data\Conventional_flatland_no_11_Excellent_Excellent_Seg2.csv,1519,0.8027702959216371,0.023495296560832536,0.0012134900061841715,0.002383896708488465,0.0036556758638471303,0.00017645934439087046,0.00035063093528151515,0.00052017193287611,0.0010439468150455625,0.00205677286721766,0.003075799616053699,-5.042926930063931e-05,-7.1298507091814895e-06
train,D:\Huace_Work\AI_Control\Excellent_Data\Process_Data\Conventional_flatland_no_11\csv_data\Conventional_flatland_no_11_Excellent_Excellent_Seg3.csv,1590,0.8050861873341806,0.02393784664056024,0.0013149484161515618,0.0027870146557688715,0.004113684426993128,0.000179902717822611,0.0003720497014001012,0.0006006723362952471,0.001142807992500077,0.0024370694765821106,0.0035945959109812973,-3.707081131375711e-05,1.0311107328121328e-06
train,D:\Huace_Work\AI_Control\Excellent_Data\Process_Data\Conventional_flatland_no_11\csv_data\Conventional_flatland_no_11_Excellent_Excellent_Seg4.csv,1507,0.8028733381073286,0.0225930902316227,0.0013068474085943618,0.0026854033581912517,0.003958742152899506,0.00018258494832590049,0.00037038894370198253,0.0005573009140789509,0.0011316037514291148,0.002335604559630156,0.0034224346652626998,0.00011674190173360121,1.3453567769596578e-05
train,D:\Huace_Work\AI_Control\Excellent_Data\Process_Data\Conventional_flatland_no_11\csv_data\Conventional_flatland_no_11_Excellent_Excellent_Seg5.csv,1515,0.8025168455473267,0.02356131643356265,0.0013602883544909575,0.002779893111437559,0.004080188078805798,0.00018155012069298446,0.00037334403023123766,0.0005737070739269251,0.0011891452013178753,0.002425567898899318,0.0035590822389349303,3.509315050809518e-05,6.093030220870445e-06
train,D:\Huace_Work\AI_Control\Excellent_Data\Process_Data\Conventional_flatland_no_11\csv_data\Conventional_flatland_no_11_Excellent_Excellent_Seg6.csv,1481,0.800247749309939,0.025431856025887743,0.0012660995737177,0.0027004939038306475,0.003881002310663464,0.00017257911309425842,0.0003568124957382679,0.0005427265539765358,0.0011053271832786925,0.002356608398258686,0.0033829895779490496,5.776429017817861e-05,3.527327168742e-06
train,D:\Huace_Work\AI_Control\Excellent_Data\Process_Data\Conventional_flatland_no_12\csv_data\Conventional_flatland_no_12_Excellent_Excellent_Seg1.csv,1508,0.8066054221331599,0.029506401394001448,0.001277999393166213,0.002675312757492065,0.0042702624853700405,0.00017769671736961505,0.0003683326300233602,0.0005945454817265273,0.0011088281951487108,0.0023391906172037123,0.003730709757655861,0.0002930936601557735,3.3857798291562036e-05
train,D:\Huace_Work\AI_Control\Excellent_Data\Process_Data\Conventional_flatland_no_12\csv_data\Conventional_flatland_no_12_Excellent_Excellent_Seg2.csv,1529,0.8022881895985925,0.02236432476736463,0.0012962211474574006,0.0026548939757049085,0.004391834214329721,0.00017623201059645767,0.0003783226013183594,0.0006046457961201669,0.0011299371521919699,0.002283737389370799,0.0038273711130023015,0.00013799678415522278,1.2016033520503305e-05
train,D:\Huace_Work\AI_Control\Excellent_Data\Process_Data\Conventional_flatland_no_12\csv_data\Conventional_flatland_no_12_Excellent_Excellent_Seg3.csv,1494,0.8047900308008334,0.022587922267698332,0.0014570663727229973,0.0029897097498178486,0.0044813609542325135,0.00019749128459977706,0.0004072404466569424,0.0006147083453834052,0.0012700335603705504,0.0025655314791947605,0.0039008669927716256,0.00043171094395821837,4.953493150181749e-05
