run_index,lqr_mae_lateral,adaptive_mae_lateral,improvement_lateral,lqr_mae_heading,adaptive_mae_heading,improvement_heading
1,0.005773140073791462,0.003981608045088687,0.0017915320287027747,0.002542846685604602,0.002034127919209094,0.0005087187663955078
