epoch,train_loss,val_loss,train_mae,val_mae,lr,train_mae_bin_0,val_mae_bin_0,train_count_bin_0,val_count_bin_0,train_mae_bin_1,val_mae_bin_1,train_count_bin_1,val_count_bin_1,train_mae_bin_2,val_mae_bin_2,train_count_bin_2,val_count_bin_2,train_mae_bin_3,val_mae_bin_3,train_count_bin_3,val_count_bin_3
1,0.013054377551304008,0.004207368744594901,0.0011922554273481618,0.0017021197690406495,0.0,0.0012929924373681371,0.0018540823276098353,112103,29178,5.475450502938366e-05,0.00021819336469966008,10643,3583,0.0030232560312389214,0.002545317925978452,439,544,0.001632808469532227,0.002646985880715279,22,449
