epoch,train_loss,val_loss,train_mae,val_mae,lr,train_mae_bin_0,val_mae_bin_0,train_count_bin_0,val_count_bin_0,train_mae_bin_1,val_mae_bin_1,train_count_bin_1,val_count_bin_1,train_mae_bin_2,val_mae_bin_2,train_count_bin_2,val_count_bin_2,train_mae_bin_3,val_mae_bin_3,train_count_bin_3,val_count_bin_3
11,0.013103566120993814,0.004201648869510772,0.0011927542214766533,0.001707509898708649,0.0009704403844771127,0.0012931169796021147,0.0018578364406111924,112103,29178,5.117277159954896e-05,0.00021389916414605385,10643,3583,0.003215228588941373,0.0026234638438943554,439,544,0.0016935957841765644,0.0027478226773722933,22,449
12,0.01310683069646194,0.0041945950928732245,0.001192777724988001,0.0017030332712503766,0.0009648882429441257,0.0012930914240394647,0.0018512427441422531,112103,29178,5.1652348162972024e-05,0.00022361455307600382,10643,3583,0.0032168696291059477,0.0025992574759156387,439,544,0.0016907022310823033,0.0027915751250390222,22,449
13,0.013181414236674743,0.004206459176365302,0.0011927146055572169,0.00171248966091655,0.0009588773128419905,0.0012929966933656922,0.0018618051763480757,112103,29178,5.1783656036001384e-05,0.00022356741810161616,10643,3583,0.003219614775386238,0.002648047137293307,439,544,0.0017016164426670664,0.002757338155683271,22,449
14,0.013120295214610334,0.004196502217214954,0.0011924100324046468,0.0017062787839794448,0.0009524135262330098,0.0012926717126149432,0.0018563882841827967,112103,29178,5.147473614234428e-05,0.00021724315547125563,10643,3583,0.003224872501756877,0.0026167488643242154,439,544,0.0016964141832431778,0.0027308308981972974,22,449
15,0.013167019338319553,0.0041927688436875655,0.001192787828198127,0.0017033562509217845,0.0009455032620941839,0.0012932595812433119,0.001853768580397695,112103,29178,5.180535018714454e-05,0.00021304234186205712,10643,3583,0.0031737707181916422,0.002588077277109465,439,544,0.001676413279545324,0.0027496269126246393,22,449
16,0.013068850253626689,0.004216479502713007,0.001192944398737453,0.001717358457351315,0.0009381533400219318,0.0012932861652269348,0.0018653870355719007,112103,29178,5.175619612512267e-05,0.00023511991573936216,10643,3583,0.0032111794492500306,0.0026693762526573506,439,544,0.0016951406168201092,0.0027725592521091877,22,449
17,0.013128598137232739,0.0042058792515875425,0.0011923036339425114,0.0017118216699344153,0.0009303710135019719,0.0012926222238045962,0.001860474134896474,112103,29178,5.101623193187445e-05,0.0002234439941054832,10643,3583,0.003218836789889206,0.00268819643978906,439,544,0.0016949873176847839,0.0027459591029747026,22,449
18,0.013154694615891235,0.004194984134220037,0.0011924970894050388,0.0017052493708044944,0.0009221639627510076,0.001292891977413755,0.0018545432229518976,112103,29178,5.128626917760152e-05,0.0002224030238101377,10643,3583,0.0031980949022159073,0.0025895375498187017,439,544,0.0016871056987755846,0.002765137328867923,22,449
19,0.01308576909181133,0.0041992423282255255,0.0011923345326102814,0.0017069371343371408,0.000913540287137281,0.0012927450821598925,0.0018552828114045887,112103,29178,5.075298482062686e-05,0.00022532642198238326,10643,3583,0.003202694547357322,0.002641169573454296,439,544,0.0016914508265802976,0.0027580698392040744,22,449
20,0.01304553530789463,0.004190486931405556,0.001192269327287226,0.0017027030507263301,0.0009045084971874739,0.0012926603781544838,0.0018544276398222736,112103,29178,5.115227424319494e-05,0.0002137222733348478,10643,3583,0.003196596647697609,0.0024984165450886767,439,544,0.0016864326171344146,0.0027608988694597723,22,449
21,0.013144837073709245,0.00419711473994521,0.0011925228373567034,0.0017058119640382442,0.0008950775061878453,0.0012928608955070347,0.001854531077947786,112103,29178,5.141482073229604e-05,0.0002198344185554613,10643,3583,0.0032099329961669592,0.0026488058707293343,439,544,0.0016912722732575442,0.002756909050362678,22,449
22,0.01320984066756993,0.004193367560393226,0.0011922005495975444,0.001703909062259306,0.0008852566213878948,0.0012925004703537933,0.0018542087393273864,112103,29178,5.137902301536516e-05,0.00021523862110702085,10643,3583,0.0032123754334403734,0.002589039511376006,439,544,0.0016915075671435757,0.0027438895175345493,22,449
23,0.013102794692735868,0.004195779429826407,0.001192305506816887,0.0017041509518043048,0.0008750555348152299,0.0012926653115449065,0.0018527499949557934,112103,29178,5.1473144815965894e-05,0.00021706472028474037,10643,3583,0.0031974648239763543,0.0026447297320427265,439,544,0.0016913305695528504,0.0027748240294860043,22,449
24,0.0131106560515692,0.0041930389874836336,0.0011921959334546498,0.0017037743927277203,0.0008644843137107058,0.001292418190236408,0.0018539814307490469,112103,29178,5.204442494817248e-05,0.0002136806646634904,10643,3583,0.0032154508854569082,0.002609425731112852,439,544,0.0017016761663729665,0.002736269996267119,22,449
25,0.01315302973102116,0.004196252629145485,0.0011921554587205237,0.0017060783818300849,0.0008535533905932738,0.0012925264921217576,0.0018570805951964927,112103,29178,5.179190211075804e-05,0.0002162608679062917,10643,3583,0.0031834869754393553,0.0026016727514455423,439,544,0.0016831092732238837,0.002696880684929064,22,449
26,0.013119859851318676,0.004197216330513529,0.0011920368826683586,0.0017063932276439378,0.0008422735529643445,0.0012925682611168669,0.0018567531569532074,112103,29178,5.172301759398709e-05,0.00021865731180546947,10643,3583,0.00314182918046756,0.002611947184264222,439,544,0.0016707675452132455,0.002710256161363194,22,449
27,0.013148833365439545,0.004196973023546285,0.0011918037735246668,0.0017062637449591813,0.000830655932661826,0.001292295444642845,0.0018561297407787268,112103,29178,5.176173505723852e-05,0.00022842990795622235,10643,3583,0.0031449125550240746,0.002572181504493689,439,544,0.001675218071217056,0.0027112289599427134,22,449
28,0.013158389920869479,0.0041939301782816804,0.0011919774981515518,0.0017046401255859727,0.000818711994874345,0.0012925011518166746,0.0018563467009658837,112103,29178,5.1807558989241634e-05,0.00021417511844215538,10643,3583,0.003140004744404791,0.002584797960213002,439,544,0.0016756905586755072,0.0026735394097914407,22,449
29,0.013087532993599296,0.004196868995154076,0.0011914676041851456,0.001707360497443033,0.0008064535268264884,0.0012918695316992926,0.001860288677843777,112103,29178,5.251358697749301e-05,0.00021555745430478366,10643,3583,0.0031414578667049485,0.0025161038741798084,439,544,0.0016680301262319765,0.0026940763959109387,22,449
30,0.013067094164306308,0.004189282210168839,0.0011916876530225378,0.0016998689416740924,0.0007938926261462368,0.0012921989068169005,0.0018515420629873092,112103,29178,5.252371856653764e-05,0.00021144692561476242,10643,3583,0.003118807906913412,0.002531450371915365,439,544,0.001669072261641056,0.002713493563085463,22,449
31,0.01311829470965667,0.004191907665352012,0.0011917132763339723,0.0017040142287842502,0.0007810416889260655,0.001292156509344118,0.0018577257199857387,112103,29178,5.284422413027798e-05,0.0002105973768515534,10643,3583,0.0031292808549356664,0.002489601172890295,439,544,0.0016646090053572234,0.0026807611629798313,22,449
32,0.013006068766334773,0.0041866814831913604,0.0011916925728383807,0.0016994908892676716,0.0007679133974894984,0.0012922536195582892,0.0018517831508558706,112103,29178,5.243408120658346e-05,0.00021112633677696077,10643,3583,0.0031087922285298196,0.002520889262942707,439,544,0.0016610778323163024,0.0026847600339515703,22,449
33,0.013126689769840428,0.004192757821777088,0.0011918965519802076,0.001704397166573068,0.0007545207078751858,0.0012923141172129385,0.001856175781609152,112103,29178,5.36510004269416e-05,0.00021573803797009757,10643,3583,0.0031212509831451815,0.0025741132181685638,439,544,0.0016578301676252688,0.0026668552599664786,22,449
34,0.013184325724676836,0.004194002686244284,0.0011916160091829933,0.0017047788221619996,0.0007408768370508578,0.0012920765471105902,0.0018569287032589089,112103,29178,5.296338315108326e-05,0.00022087051341904208,10643,3583,0.003119596697688145,0.002501626204534927,439,544,0.0016629219859499824,0.002693485410548,22,449
35,0.013161055396733227,0.0041964557799935845,0.0011918708185938045,0.0017074321590872159,0.0007269952498697736,0.001292347500423604,0.0018601969475983632,112103,29178,5.341810343777279e-05,0.00022195170310428526,10643,3583,0.00311129650839335,0.0025305601439493544,439,544,0.001654942304329862,0.0026368839803145565,22,449
36,0.013099962293142054,0.004195650144903532,0.0011918475500039927,0.0017067548333993736,0.0007128896457825365,0.0012924351565272976,0.001861394616046875,112103,29178,5.394424344134988e-05,0.00021432600989917638,10643,3583,0.003070080684588645,0.002456208982039243,439,544,0.0016458445064596492,0.0026590706726623272,22,449
37,0.012968871115794782,0.004192249202018552,0.0011913118749578649,0.0017049265614742174,0.0006985739453173904,0.0012918276516966812,0.0018579891084394605,112103,29178,5.313772084115339e-05,0.00022004839542420697,10643,3583,0.0030941400931673952,0.0025096895748420675,439,544,0.001651560279159722,0.002632473137038853,22,449
38,0.013039416409759707,0.004209576948212734,0.001191512446799101,0.001715596186169244,0.0006840622763423392,0.0012920713335592905,0.0018688299702983194,112103,29178,5.3410174526199237e-05,0.00022547090653126498,10643,3583,0.0030815946247830673,0.002538489835227237,439,544,0.0016516558468786322,0.002651919940598558,22,449
39,0.013171857432893693,0.00418686861324044,0.0011915268183609108,0.0017004105166170981,0.0006693689601226459,0.0012920988461532707,0.0018541870641075161,112103,29178,5.3384786638660666e-05,0.00021351216284459015,10643,3583,0.00307944527044118,0.002464105755172889,439,544,0.0016471516732549803,0.0026474361596234923,22,449
40,0.013054495474209308,0.00418494105289496,0.00119119753336693,0.0016995968804103428,0.0006545084971874739,0.001291753452255758,0.0018537633687183788,112103,29178,5.3444342859658205e-05,0.0002122772080321013,10643,3583,0.003074193846740376,0.00246817764470025,439,544,0.0016389807622710412,0.0026187253555901065,22,449
41,0.013095627452399922,0.0041959328029673145,0.0011914091613862015,0.0017064397813082207,0.0006394955530196148,0.001292153639788941,0.001859723234059784,112103,29178,5.377514863240197e-05,0.00021751108651630113,10643,3583,0.003023665020738756,0.0025475277044974707,439,544,0.0016332658468110656,0.0026079433449525346,22,449
42,0.013118485114934915,0.004188266871428333,0.00119146901641269,0.0017019919987930642,0.0006243449435824275,0.001292110153253227,0.0018550448453721962,112103,29178,5.347262584820199e-05,0.00021720803324402183,10643,3583,0.0030585192340815436,0.0025097050169921096,439,544,0.0016408749850763177,0.0026258429831810676,22,449
43,0.013176489122679285,0.004192619571353453,0.0011909200243951249,0.0017043446415915464,0.0006090716206982715,0.0012915155381563782,0.001856716910969144,112103,29178,5.328482073932338e-05,0.000221858594987651,10643,3583,0.0030607434500386443,0.00252461720340173,439,544,0.0016427556481424042,0.0026388683404051645,22,449
44,0.013080531044931641,0.004185817579473587,0.001191101810476198,0.001699943988647139,0.0005936906572928626,0.0012916686235527302,0.0018537697409670465,112103,29178,5.351483576435731e-05,0.0002119719697550257,10643,3583,0.0030668361613936383,0.0024700023213346653,439,544,0.0016478922731370073,0.002644630368873643,22,449
45,0.0131287631427586,0.004183522143883008,0.0011910287359956043,0.0016981974244266041,0.0005782172325201157,0.0012915966896444413,0.0018527115524334895,112103,29178,5.3510349547106884e-05,0.00020928232037593103,10643,3583,0.0030649600733243403,0.00242513172698262,439,544,0.0016448101616168226,0.0026579242456862017,22,449
46,0.013077605663541693,0.004191192158842708,0.0011911580462643113,0.001704230179796007,0.0005626666167821524,0.0012916813743914703,0.0018571404625248333,112103,29178,5.379746308832816e-05,0.00022128429540044462,10643,3583,0.0030727062554280053,0.002501831321484026,439,544,0.0016439819009974599,0.0026349291072656424,22,449
47,0.013080677253893391,0.004189084596418899,0.001190893510143457,0.0017018360358044247,0.0005470541566592573,0.0012915044183222275,0.0018540270721284513,112103,29178,5.375996833341485e-05,0.00021768685713463793,10643,3583,0.003044852917188681,0.002547853537287344,439,544,0.0016381552903277968,0.002630216872240759,22,449
48,0.013153505612668499,0.004191276271633937,0.0011909244595933446,0.0017041024724828466,0.000531395259764657,0.0012914921366319486,0.0018579455233327558,112103,29178,5.326221524654536e-05,0.00021620327079427363,10643,3583,0.0030684365180495,0.002479155862923054,439,544,0.001644246346338398,0.002641031680367306,22,449
49,0.013179104629363054,0.004191927709881047,0.0011907467983893962,0.0017049278240117301,0.0005157053795390644,0.0012912862598958481,0.0018578436582244939,112103,29178,5.315715133501308e-05,0.00022521227188770975,10643,3583,0.003073693670829385,0.0024959189022946008,439,544,0.0016442730160303074,0.0026174968394776497,22,449
50,0.013127355907413912,0.004189136727999475,0.0011906788751488413,0.001702515954647527,0.0005000000000000002,0.0012913884278421266,0.0018555232682542675,112103,29178,5.310291773209269e-05,0.00021715744454841234,10643,3583,0.0030304465078534494,0.002522251493407085,439,544,0.0016324851497880775,0.002619344384341038,22,449
51,0.013138063136358959,0.004185981374182806,0.0011905932911990711,0.00169979350549573,0.00048429462046093607,0.0012911609242018272,0.001852606469400934,112103,29178,5.324197032175755e-05,0.00021594665081119306,10643,3583,0.003060801143443492,0.0025056438137064964,439,544,0.0016394821657079526,0.0026340118561661856,22,449
52,0.013099447274483313,0.004185811140634361,0.0011908663957104135,0.0017005366590798756,0.0004686047402353435,0.0012914543204423856,0.0018548808876546023,112103,29178,5.3625289730824045e-05,0.00021191514002808344,10643,3583,0.003053326428942658,0.0024679760612985667,439,544,0.0016376342867839742,0.0026198862688844083,22,449
53,0.013189904177534477,0.004189010450285023,0.0011904376621376094,0.0017024853635245931,0.000452945843340743,0.001291020973114954,0.0018554290999780439,112103,29178,5.302997813316912e-05,0.000217839163193776,10643,3583,0.0030577194878029595,0.0025324603775516152,439,544,0.0016450924608348446,0.0026053553716775305,22,449
54,0.013038555507542543,0.004185960159975361,0.0011904610989559566,0.001700175136378222,0.00043733338321784806,0.00129105604427042,0.0018535369708002705,112103,29178,5.3350851947494386e-05,0.00021789984267395787,10643,3583,0.0030481205270137712,0.002475344788228326,439,544,0.001633961233892478,0.0026233565634767833,22,449
55,0.01315518644462799,0.004188249199138256,0.0011901506993705201,0.0017009714137599002,0.0004217827674798847,0.0012907385889716974,0.0018538209340163195,112103,29178,5.3654948933542846e-05,0.00021457355254537165,10643,3583,0.003034826277533508,0.0025339691269704524,439,544,0.0016314060101814737,0.0026202799383144336,22,449
56,0.013069787421426246,0.004185005131648811,0.0011902989339820905,0.0016998393329041622,0.00040630934270713783,0.001290867398591065,0.0018544854074879912,112103,29178,5.3474136267408364e-05,0.00021075547422367394,10643,3583,0.0030476888406365168,0.002458235591321307,439,544,0.0016359886450862343,0.002614219612825687,22,449
57,0.013036443950141039,0.004190832034318248,0.0011901089039270465,0.0017037438231364821,0.000390928379301729,0.0012906819523906064,0.0018557981532536624,112103,29178,5.326236735887195e-05,0.0002223812314621633,10643,3583,0.0030467725299369833,0.002555679392946117,439,544,0.001637488122055815,0.0026116011900731875,22,449
58,0.013148285482480135,0.0041852710330800335,0.0011900965559707,0.0016992676486215525,0.0003756550564175727,0.0012906906308364793,0.0018521651223171892,112103,29178,5.321621030210927e-05,0.00021671916350188226,10643,3583,0.003042282312214778,0.0024967728292240817,439,544,0.0016360147419618443,0.0026277439432314084,22,449
59,0.0130070896387282,0.004188147223392976,0.0011900272462147992,0.0017018779844070527,0.00036050444698038553,0.0012906483216061743,0.001854378137275845,112103,29178,5.324195559312193e-05,0.00021902218432054692,10643,3583,0.0030332572515157597,0.002529708086512983,439,544,0.001631095037075945,0.0026218852978241204,22,449
60,0.013119479785211519,0.004188260354225874,0.001190146941591964,0.0017019782301687097,0.00034549150281252655,0.0012907579269769648,0.001855784531832121,112103,29178,5.2906481231451814e-05,0.00021553026248957987,10643,3583,0.003046749205835554,0.0024922483888290383,439,544,0.0016359928624958477,0.0026112784836897604,22,449
